Pays,Année,FDI Inflows % GDP,Political Stability,Regulatory Quality,kaopen
Zambie,2017,3.16251974813899,0.132928282022476,-0.539625227451324,2.280830383300781
Zambie,2018,4.28050117059574,0.142043307423592,-0.516228199005127,2.280830383300781
Zambie,2019,1.55231886738395,0.0826330557465553,-0.527298510074615,2.280830383300781
Zambie,2020,2.3509190433173,-0.116989657282829,-0.613412022590637,2.280830383300781
Zambie,2021,1.35190577412928,-0.13097919523716,-0.687793910503387,2.280830383300781
Zambie,2022,1.78407846118257,0.0524137951433659,-0.570348262786865,2.280830383300781
Zambie,2023,-0.223286755156161,0.161331877112389,-0.529057919979095,2.280830383300781
Zambie,2024,2.32465335614826,0.201727285981178,-0.49810004234314,2.280830383300781
Égypte,2015,2.10258128401326,-1.49933218955994,-0.796363055706024,-1.2538762092590332
Égypte,2016,2.10258128401326,-1.49933218955994,-0.796363055706024,-1.2538762092590332
Égypte,2017,2.43856278142762,-1.43972682952881,-0.892875909805298,-1.2538762092590332
Égypte,2018,2.98301550917695,-1.42964589595795,-0.813245594501495,-0.174766257405281
Égypte,2019,3.10040077579187,-1.18812155723572,-0.804274797439575,-0.174766257405281
Égypte,2020,2.82732944960686,-1.12463080883026,-0.758563220500946,-0.174766257405281
Égypte,2021,1.52462948997172,-1.18193280696869,-0.571031153202057,-0.174766257405281
Égypte,2022,1.20617861055665,-1.0328643321991,-0.519896507263184,-0.174766257405281
Égypte,2023,2.39118080969079,-0.978700578212738,-0.713920831680298,-0.174766257405281
Égypte,2024,2.48546398363597,-0.866764307022095,-0.665456295013428,-0.174766257405281
Éthiopie,2015,4.22926466080082,-1.49694204330444,-1.0579651594162,-1.2538762092590332
Éthiopie,2016,4.22926466080082,-1.49694204330444,-1.0579651594162,-1.2538762092590332
Éthiopie,2017,6.0502150951561,-1.61724519729614,-1.10960459709167,-1.2538762092590332
Éthiopie,2018,5.26039764214773,-1.67723059654236,-1.0297976732254,-1.2538762092590332
Éthiopie,2019,4.03228222144798,-1.27460920810699,-0.984722435474396,-1.2538762092590332
Éthiopie,2020,2.77536541541531,-1.30376279354095,-0.910632014274597,-1.2538762092590332
Éthiopie,2021,2.42792592797614,-1.75370299816132,-0.975501298904419,-1.2538762092590332
Éthiopie,2022,3.90520609771909,-2.18383121490479,-0.941965937614441,-1.2538762092590332
Éthiopie,2023,2.9803331590978,-2.07060623168945,-0.94841742515564,-1.2538762092590332
Éthiopie,2024,2.40146315358044,-1.96956777572632,-1.0210794210434,-1.2538762092590332
